Rostov,Rostov,1980.??.??,?,"Ehlvest, Jaan","Ryskin, Alexander",,,C91,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d4', 'Bg4'], ['Be3', 'exd4'], ['cxd4', 'Na5'], ['Bc2', 'c5'], ['dxc5', 'dxc5'], ['Nbd2', 'Nd7'], ['Qb1', 'Nc6\n'], ['e5', 'h6'], ['Be4', 'Rc8'], ['Bf5', 'Bxf5'], ['Qxf5', 'Nb6'], ['Ne4', 'Qd7'], ['Qh5', 'Nb4'], ['Nf6+', 'gxf6\n'], ['Bxh6', 'Qd3'], ['exf6', 'Bxf6'], ['Ne5', 'Qh7'], ['Re3', 'Bxe5'], ['Rxe5', 'Rc6'], ['Rg5+', 'Rg6'], ['Bxf8', 'Qxh5\n'], ['Rxh5', 'Kxf8'], ['Rxc5', 'Re6'], ['h4', 'Re2'], ['a3', 'Nd3'], ['Rc6', 'Nc4'], ['b3', 'Nce5'], ['Rxa6', 'Rxf2\n'], ['a4', 'Rb2'], ['Rf1', 'Rxb3'], ['a5', 'Ra3'], ['Ra8+', 'Kg7'], ['a6', 'b4'], ['a7', 'b3'], ['Rb8', 'Rxa7\n'], ['Rxb3', 'Ra4'], ['Rd1', 'Rd4'], ['g3', 'Rd6'], ['Kg2', 'Kg6'], ['Ra3', 'f5'], ['Kf1', 'Rd4'], ['Ra6+', 'Kh5\n'], ['Ra5', 'Re4'], ['Rxd3', 'Nxd3'], ['Rxf5+', 'Kg4'], ['Ra5', 'Kh3'], ['Ra1', 'Kxg3'], ['h5', 'Kf3'], ['Rd1', 'Nf4\n'], ['Rd8', 'Nxh5'], ['Rd3+', 'Kg4'], ['Kf2', 'Nf4'], ['Rg3+', 'Kf5']]",1/2-1/2
Paul Keres Mem 2013,Tallinn EST,2013.01.13,6.1,"Ehlvest,J","Fridman,D",,,C43,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['d4', 'Nxe4'], ['Bd3', 'd5'], ['Nxe5', 'Nd7'], ['O-O', 'Nxe5'], ['dxe5', 'Nc5'], ['Be2', 'Be7\n'], ['Be3', 'O-O'], ['c4', 'Be6'], ['cxd5', 'Qxd5'], ['Qxd5', 'Bxd5'], ['Nc3', 'Bc6'], ['Rfd1', '']]",1/2-1/2
Paul Keres Mem 2013,Tallinn EST,2013.01.13,7.1,"Shirov,A","Ehlvest,J",,,B46,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'a6'], ['Be3', 'Qc7'], ['Qd2', 'Nf6'], ['O-O-O', 'd6\n'], ['f3', 'Be7'], ['g4', 'b5'], ['g5', 'Nd7'], ['h4', 'Bb7'], ['h5', 'Rc8'], ['Nxc6', 'Qxc6'], ['a3', 'Ne5'], ['f4', 'Nc4\n'], ['Bxc4', 'Qxc4'], ['Bd4', 'O-O'], ['g6', 'h6'], ['Rhg1', 'f5'], ['exf5', 'Rxf5'], ['Rge1', 'e5'], ['fxe5', 'dxe5\n'], ['Be3', 'Bc6'], ['Kb1', 'b4'], ['Nd5', 'Bxd5'], ['Qxd5+', 'Qxd5'], ['Rxd5', 'bxa3'], ['Rd7', 'Bf8'], ['Red1', 'Rxh5\n'], ['Rd8', 'Rxd8'], ['Rxd8', 'Rf5'], ['c4', 'h5'], ['c5', 'Rf6'], ['Bg5', 'Re6'], ['Rc8', 'Rxg6'], ['Be7', 'Kf7\n'], ['Bxf8', 'h4'], ['Bd6', 'e4'], ['Rh8', 'Rh6'], ['Rxh6', 'gxh6'], ['bxa3', 'Ke6'], ['Kc2', 'Kd5'], ['Kd2', 'h3\n'], ['Ke3', 'h2']]",1/2-1/2
Paul Keres Mem 2013,Tallinn EST,2013.01.13,8.1,"Ehlvest,J","Berzina,I",,,A07,"[['Nf3', 'd5'], ['g3', 'Bg4'], ['Bg2', 'Nd7'], ['O-O', 'c6'], ['d3', 'Ngf6'], ['c4', 'e6'], ['cxd5', 'exd5'], ['Qc2', 'Bc5\n'], ['Nc3', 'O-O'], ['e4', 'Re8'], ['h3', 'Bh5'], ['Nh4', 'Ne5'], ['exd5', 'cxd5'], ['Bg5', 'Rc8'], ['Nxd5', 'Ned7\n'], ['Rfe1', 'Qa5'], ['Rxe8+', 'Rxe8'], ['Qc3', 'Qxc3'], ['Nxc3', 'Be2'], ['Bf1', 'Bxf1'], ['Kxf1', 'h6\n'], ['Bxf6', 'Nxf6'], ['Nf3', 'Rd8'], ['Rd1', 'Nd5'], ['d4', 'Bb6'], ['Ke2', 'f6'], ['a3', 'Kf7'], ['Kd3', 'h5\n'], ['h4', 'Ne7'], ['Na4', 'Bc7'], ['Rc1', 'Bd6'], ['Nc5', 'b6'], ['Nb7', 'Rd7'], ['Nxd6+', 'Rxd6'], ['Rc7', 'a6\n'], ['Nd2', 'b5'], ['Ne4', 'Rc6'], ['Ra7', 'Rc1'], ['Nc3', 'Rf1'], ['Ke2', 'Rc1'], ['Nd5', '']]",1-0
Paul Keres Mem 2013,Tallinn EST,2013.01.13,9.1,"Maiorov,N1","Ehlvest,J",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['cxd5', 'exd5'], ['Bf4', 'c6'], ['e3', 'Nf6'], ['Bd3', 'Nbd7'], ['h3', 'Nf8\n'], ['Nf3', 'Ne6'], ['Bh2', 'O-O'], ['Qc2', 'g6'], ['g4', 'c5'], ['O-O', 'b6'], ['Qe2', 'Bb7'], ['Rad1', 'Bd6\n'], ['Bxd6', 'Qxd6'], ['Bb1', 'Rfe8'], ['Qd2', 'Rad8'], ['Rfe1', 'Ne4'], ['Qc1', 'cxd4'], ['Nxd4', 'Nxf2\n'], ['Kxf2', 'Qh2+'], ['Kf1', 'Qxh3+'], ['Kf2', 'Qh2+'], ['Kf1', 'Ba6+'], ['Nce2', 'Qh1+'], ['Kf2', 'Qh2+\n'], ['Kf1', 'Ng5'], ['e4', 'Nxe4'], ['Bxe4', 'Rxe4'], ['Qc3', 'Rf4+'], ['Nf3', 'Qg3'], ['Ra1', '']]",0-1
11th Gibraltar Masters,Caleta ENG,2013.01.22,1.22,"Lee,Ka","Ehlvest,J",,,C62,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'd6'], ['c3', 'Bd7'], ['d3', 'g6'], ['Nbd2', 'Bg7'], ['Nf1', 'Nf6'], ['Bg5', 'a6\n'], ['Ba4', 'b5'], ['Bc2', 'h6'], ['Bh4', 'O-O'], ['Ne3', 'Qe8'], ['Qd2', 'Nh5'], ['g4', 'Nf4'], ['Bg3', 'Ne7\n'], ['O-O-O', 'b4'], ['cxb4', 'Rb8'], ['h3', 'Be6'], ['Rde1', 'Bxa2'], ['b3', 'Nc6'], ['Bxf4', 'exf4'], ['Nd5', 'a5\n'], ['Bd1', 'Nxb4'], ['Nxb4', 'axb4'], ['Qxa2', 'Ra8'], ['Qc2', 'Bc3'], ['Nd2', 'Ra1+'], ['Nb1', 'Qa8'], ['Bf3', 'Ra2\n'], ['Nxc3', 'Rxc2+'], ['Kxc2', 'Qc6'], ['Kd2', 'Qxc3+'], ['Ke2', 'Ra8'], ['Kf1', 'Ra1'], ['Rxa1', 'Qxa1+\n'], ['Kg2', 'Qc3'], ['Rb1', 'Qxd3']]",0-1
11th Gibraltar Masters,Caleta ENG,2013.01.23,2.20,"Ehlvest,J","Kriebel,T",,,D37,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'd5'], ['Nc3', 'Be7'], ['e3', 'O-O'], ['Bd3', 'b6'], ['O-O', 'dxc4'], ['Bxc4', 'Bb7\n'], ['Qe2', 'c5'], ['dxc5', 'Bxc5'], ['e4', 'Nbd7'], ['a3', 'Rc8'], ['Bf4', 'Qe7'], ['Rad1', 'Rfd8'], ['h3', 'Nh5\n'], ['Bh2', 'Qf6'], ['Ba6', 'Bxa6'], ['Qxa6', 'Nf8'], ['e5', 'Qf5'], ['b4', 'Be7'], ['Nd4', 'Qg6'], ['Ncb5', 'Bg5\n'], ['Qxa7', 'Bf4'], ['Nc6', 'Re8'], ['Ne7+', 'Rxe7'], ['Qxe7', 'Bxh2+'], ['Kxh2', 'Nf4'], ['Qb7', 'Qg5\n'], ['g3', 'Re8'], ['gxf4', 'Qxf4+'], ['Kh1', 'Ng6'], ['Nd6', 'Rf8'], ['Qe4', 'Qh6'], ['Qe3', 'Nf4'], ['Rd4', 'g5\n'], ['Rxf4', '']]",1-0
11th Gibraltar Masters,Caleta ENG,2013.01.24,3.15,"Kurmann,O","Ehlvest,J",,,C55,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['d3', 'h6'], ['O-O', 'd6'], ['c3', 'g6'], ['d4', 'Qe7'], ['Re1', 'Bg7'], ['Nbd2', 'O-O\n'], ['h3', 'Qd8'], ['Bb3', 'Re8'], ['Bc2', 'Bd7'], ['a3', 'a5'], ['Nf1', 'a4'], ['Ng3', 'b5'], ['Be3', 'Na5'], ['Nd2', 'Nh7\n'], ['f4', 'exf4'], ['Bxf4', 'c5'], ['dxc5', 'dxc5'], ['e5', 'Ng5'], ['Nge4', 'Bxe5'], ['Bxe5', 'Rxe5'], ['Nf3', 'Nxf3+\n'], ['Qxf3', 'Bc6'], ['Qf4', 'Re6'], ['Nxc5', 'Qd5'], ['Qf2', 'Rf6'], ['Be4', 'Rxf2'], ['Bxd5', 'Rxb2'], ['Bxc6', 'Nxc6\n'], ['Reb1', 'Rc2'], ['Rxb5', 'Rxc3'], ['Ne4', 'Re3'], ['Nf6+', 'Kg7'], ['Nd5', 'Rd3'], ['Rc5', 'Nd4'], ['Ra2', 'Ne6\n'], ['Rb5', 'Ra6'], ['Kh2', 'Rb3'], ['Nb4', 'Ra7'], ['Re5', 'h5'], ['Re4', 'Rd7'], ['Na6', 'g5'], ['Rxa4', 'Rb1\n'], ['Ra5', 'h4'], ['Nc5', 'Rdd1'], ['Nxe6+', 'fxe6'], ['g4', 'Rh1+'], ['Kg2', 'Rbg1+'], ['Kf2', 'Rg3'], ['Re2', 'Rh2+\n'], ['Kf1', 'Rxe2'], ['Kxe2', 'Kf6']]",1/2-1/2
11th Gibraltar Masters,Caleta ENG,2013.01.25,4.5,"Ehlvest,J",Yu Yangyi,,,B53,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Qxd4', 'Nc6'], ['Bb5', 'Bd7'], ['Qd3', 'Nf6'], ['c4', 'g6'], ['O-O', 'Bg7\n'], ['h3', 'O-O'], ['Nc3', 'a6'], ['Bxc6', 'bxc6'], ['Rd1', 'Qb8'], ['Rb1', 'Be6'], ['Nd4', 'Qc8'], ['b3', 'Nd7\n'], ['Bg5', 'f6'], ['Be3', 'f5'], ['Bg5', 'Rf7'], ['Qe3', 'Nc5'], ['exf5', 'Bxf5'], ['Rbc1', 'Qb7'], ['Bh6', 'Bxh6\n'], ['Qxh6', 'Raf8'], ['Qe3', 'a5'], ['Nf3', 'Rf6'], ['Ng5', 'h6'], ['Nge4', 'Nxe4'], ['Nxe4', 'Bxe4'], ['Qxe4', 'Qa7\n'], ['Rc2', 'Kg7'], ['Rdd2', 'Qc7'], ['Re2', 'R8f7'], ['Rcd2', 'Qb6'], ['Qd3', 'Qb4'], ['Re3', 'Qc5'], ['Rde2', '']]",1/2-1/2
11th Gibraltar Masters,Caleta ENG,2013.01.26,5.3,"Ivanchuk,V","Ehlvest,J",,,E21,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Nf3', 'd6'], ['Qc2', 'O-O'], ['Bd2', 'c5'], ['a3', 'Bxc3'], ['Bxc3', 'cxd4\n'], ['Nxd4', 'e5'], ['Nf5', 'Nc6'], ['Rd1', 'Be6'], ['Nxd6', 'Nd4'], ['Bxd4', 'Qxd6'], ['Bc3', 'Qa6'], ['e3', 'Bxc4\n'], ['Bxe5', 'Bxf1'], ['Rxf1', 'Rfe8'], ['Bd4', 'Rac8'], ['Qb3', 'Qa5+'], ['Bc3', 'Qa6'], ['f3', 'Rxe3+\n'], ['Kf2', 'Rce8'], ['Qb4', 'h6'], ['Rd6', 'Qe2+'], ['Kg1', 'R3e6'], ['Rf2', 'Qe3'], ['Bd2', 'Qe5'], ['Rxe6', 'Rxe6\n'], ['Qxb7', 'Qd4'], ['Bc3', 'Qe3'], ['g3', 'h5'], ['h4', 'Qd3'], ['Qxa7', 'Nd5'], ['Qd4', 'Qg6'], ['Kh2', 'Rd6\n'], ['Rd2', 'Rd7'], ['Qe4', 'Qc6'], ['a4', 'Rd6'], ['Qd4', 'f6'], ['a5', 'Qb5']]",1-0
11th Gibraltar Masters,Caleta ENG,2013.01.27,6.19,"Ehlvest,J","Muzychuk,M",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Na3', 'Nc6'], ['Be3', 'cxd4'], ['Nb5', 'Qd8\n'], ['Nbxd4', 'Nxd4'], ['Bxd4', 'Be7'], ['Bd3', 'O-O'], ['Qc2', 'h6'], ['O-O-O', 'Nd5'], ['Kb1', 'Bf6'], ['Ne5', 'Bxe5\n'], ['Bxe5', 'Qa5'], ['Qe2', 'Bd7'], ['Qe4', 'f5'], ['Qd4', 'Rf7'], ['Be2', 'Bc6'], ['b4', 'Qa4'], ['Bc4', 'a5\n'], ['Bb3', 'Qa3'], ['Rhe1', 'Ba4'], ['Bxd5', 'exd5'], ['Rd2', 'Bb5'], ['Re3', 'Bc4'], ['b5', 'Qa4'], ['Rg3', 'Qxb5+\n'], ['Kc1', 'Re8'], ['f4', 'Qd7'], ['Qb6', 'Re6'], ['Qxa5', 'Ra6'], ['Qc5', 'Bxa2'], ['Kd1', 'Bc4'], ['Ke1', 'Ra1+\n'], ['Kf2', 'Rf1+'], ['Ke3', 'Re1+'], ['Kf2', 'Rf1+'], ['Ke3', 'Re1+'], ['Kf2', '']]",1/2-1/2
11th Gibraltar Masters,Caleta ENG,2013.01.28,7.19,"Akesson,R","Ehlvest,J",,,E32,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'O-O'], ['a3', 'Bxc3+'], ['Qxc3', 'b6'], ['Bg5', 'c5'], ['dxc5', 'bxc5\n'], ['Nf3', 'd6'], ['Rd1', 'Nc6'], ['Bxf6', 'gxf6'], ['e3', 'Rb8'], ['Rd2', 'Qe7'], ['Be2', 'Bb7'], ['O-O', 'Rfd8\n'], ['Ne1', 'f5'], ['f4', 'Qf8'], ['Rf3', 'f6'], ['Rg3+', 'Kh8'], ['Nf3', 'Rd7'], ['b4', 'cxb4'], ['axb4', 'a6\n'], ['c5', 'Nxb4'], ['Rxd6', 'Nd5'], ['Qd4', 'Rxd6'], ['cxd6', 'Qxd6'], ['Ng5', 'Qe7'], ['Rh3', 'e5'], ['Qa7', 'Ra8\n'], ['Rxh7+', 'Qxh7'], ['Qxa8+', 'Bxa8'], ['Nxh7', 'Kxh7'], ['Bxa6', 'Nxe3']]",0-1
11th Gibraltar Masters,Caleta ENG,2013.01.29,8.12,"Ehlvest,J","Larino Nieto,D",,,A13,"[['c4', 'e6'], ['Nf3', 'd5'], ['g3', 'c5'], ['Bg2', 'Nc6'], ['O-O', 'Nf6'], ['d4', 'Be7'], ['dxc5', 'Bxc5'], ['a3', 'dxc4\n'], ['Qa4', 'O-O'], ['Qxc4', 'Bb6'], ['Nc3', 'e5'], ['Rd1', 'Be6'], ['Qh4', 'Qc8'], ['h3', 'Bb3'], ['Rd6', 'Ne7\n'], ['Rxb6', 'axb6'], ['Qb4', 'e4'], ['Nd2', 'Be6'], ['Qxe7', 'e3'], ['Nde4', 'Nxe4'], ['Bxe4', 'exf2+'], ['Kxf2', 'Bxh3\n'], ['Qh4', 'Bf5'], ['Nd5', 'Re8'], ['Ne7+', 'Rxe7'], ['Qxe7', 'Bxe4'], ['Qxe4', 'Qd7'], ['Be3', 'Re8'], ['Rd1', 'Qc8\n'], ['Qxe8+', 'Qxe8'], ['Bxb6', '']]",1-0
11th Gibraltar Masters,Caleta ENG,2013.01.30,9.5,"Adams,Mi","Ehlvest,J",,,C62,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'd6'], ['d4', 'Bd7'], ['Nc3', 'exd4'], ['Nxd4', 'g6'], ['O-O', 'Bg7'], ['Bxc6', 'bxc6\n'], ['Re1', 'Ne7'], ['Bf4', 'c5'], ['Nf3', 'f6'], ['Qd2', 'O-O'], ['Bh6', 'a5'], ['h3', 'a4'], ['Rad1', 'Be6'], ['Bxg7', 'Kxg7\n'], ['e5', 'fxe5'], ['Nxe5', 'Qc8'], ['Ng4', 'Ng8'], ['Ne4', '']]",1-0
11th Gibraltar Masters,Caleta ENG,2013.01.31,10.17,"Ehlvest,J","Kuipers,S",,,C00,"[['e4', 'e6'], ['d3', 'd5'], ['Nd2', 'Nf6'], ['Ngf3', 'c5'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['O-O', 'Bg7'], ['c3', 'O-O\n'], ['Re1', 'a5'], ['e5', 'Ng4'], ['d4', 'cxd4'], ['cxd4', 'f6'], ['exf6', 'Qxf6'], ['h3', 'Nxf2'], ['Kxf2', 'Qxd4+\n'], ['Ke2', 'Qb6'], ['Qb3', 'Qc7'], ['Kf2', 'a4'], ['Qa3', 'Nd4'], ['Qc3', 'Qb6'], ['Qe3', 'Bh6'], ['Qxh6', 'Nf5+\n'], ['Qe3', 'Nxe3'], ['Rxe3', 'e5'], ['Ke2', 'e4'], ['Ne1', 'Bd7']]",0-1
Vladimir Petrov Memorial,Jurmala LAT,2013.02.15,4.6,"Ehlvest,J","Krasenkow,M",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Ne4'], ['Bf4', 'd5'], ['e3', 'c5'], ['c3', 'Qb6'], ['Qb3', 'c4'], ['Qc2', 'Bf5\n'], ['Qc1', 'Nc6'], ['Nbd2', 'Bg7'], ['Be2', 'O-O'], ['O-O', 'Rfe8'], ['Nh4', 'Nxd2'], ['Qxd2', 'Be4'], ['f3', 'Bf5\n'], ['Nxf5', 'gxf5'], ['Bg3', 'Rad8'], ['b3', 'cxb3'], ['axb3', 'e5'], ['Bf2', 'f4'], ['dxe5', 'fxe3'], ['Bxe3', 'd4\n'], ['cxd4', 'Bxe5'], ['dxe5', 'Rxd2'], ['Bxb6', 'axb6'], ['Rf2', 'Rxe5'], ['Bf1', 'Rxf2'], ['Kxf2', 'Rc5\n'], ['Rd1', 'Rc2+'], ['Kg3', 'Rb2'], ['Bc4', 'Na5'], ['Rd8+', 'Kg7'], ['Bd5', 'Rd2'], ['Rd7', 'Kh6'], ['Rd6+', 'Kg7\n'], ['Rd7', 'Kh6'], ['Rd6+', 'Kg7'], ['Rd7', '']]",1/2-1/2
Vladimir Petrov Memorial,Jurmala LAT,2013.02.16,5.5,"Malakhov,V","Ehlvest,J",,,A07,"[['Nf3', 'd5'], ['g3', 'Nf6'], ['Bg2', 'c6'], ['O-O', 'Bg4'], ['c4', 'e6'], ['cxd5', 'exd5'], ['d3', 'Nbd7'], ['Nc3', 'Be7\n'], ['h3', 'Bxf3'], ['Bxf3', 'd4'], ['Ne4', 'O-O'], ['Nd2', 'Ne5'], ['Bg2', 'a5'], ['b3', 'Bc5'], ['Bb2', 'Qe7\n'], ['Nc4', 'Nxc4'], ['bxc4', 'Rfe8'], ['Bf3', 'Qe6'], ['Kg2', 'Nd7'], ['Kh2', 'Ne5'], ['Bg2', 'Ng6'], ['Bf3', 'Ne5\n'], ['Bg2', 'Ng6'], ['Bf3', '']]",1/2-1/2
Vladimir Petrov Memorial,Jurmala LAT,2013.02.16,8.4,"Shirov,A","Ehlvest,J",,,C62,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'd6'], ['d4', 'Bd7'], ['Nc3', 'exd4'], ['Nxd4', 'g6'], ['h4', 'Bg7'], ['Bg5', 'Nf6\n'], ['Bxc6', 'bxc6'], ['Qd2', 'h6'], ['Bf4', 'Ng4'], ['f3', 'Ne5'], ['b3', 'c5'], ['Nde2', 'a5'], ['Rd1', 'a4\n'], ['Kf2', 'axb3'], ['axb3', 'Be6'], ['g4', 'Rb8'], ['Nd5', 'Bxd5'], ['Qxd5', 'h5'], ['g5', 'Nd7'], ['Bd2', 'O-O\n'], ['Bc3', 'Ne5'], ['Bxe5', 'Bxe5'], ['f4', 'Bg7'], ['f5', 'Be5'], ['fxg6', 'Kg7'], ['gxf7', 'Rxf7+'], ['Ke3', 'Qd7\n'], ['Qxe5+', 'dxe5'], ['Rxd7', 'Rxd7'], ['Ng3', 'c4'], ['Nxh5+', 'Kh8'], ['Nf6', 'Rd4'], ['bxc4', 'Rb4\n'], ['c3', 'Rb3'], ['Rc1', 'Rxc4'], ['Kd3', 'Ra4'], ['h5', 'c5'], ['h6', 'c4+'], ['Ke3', 'Ra6'], ['Kf3', 'Rxf6+\n'], ['gxf6', 'Rb6'], ['Kg4', 'Rxf6'], ['Kg5', 'Rf4'], ['Kg6', 'Rxe4'], ['Rg1', 'Re3'], ['Rg5', '']]",1/2-1/2
Vladimir Petrov Memorial,Jurmala LAT,2013.02.16,10.6,"Kovalenko,I","Ehlvest,J",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Bf4', 'Nf6'], ['e3', 'O-O'], ['Qc2', 'c5'], ['dxc5', 'Na6'], ['Nf3', 'Nxc5\n'], ['Be2', 'dxc4'], ['Bxc4', 'a6'], ['a4', 'Qa5'], ['O-O', 'Bd7'], ['Rfb1', 'Qb4'], ['Ne5', 'Rfc8'], ['a5', 'b5\n'], ['axb6', 'Be8'], ['Be2', 'Qxb6'], ['Bf3', 'Ra7'], ['b3', 'a5'], ['Nc4', 'Qb4'], ['Na2', 'Qb5'], ['Nd6', 'Bxd6\n'], ['Bxd6', 'Qb6'], ['Be5', 'Nfd7'], ['Bd4', 'e5'], ['Bc3', 'Qe6'], ['Nc1', 'a4'], ['Qd2', 'Nf6'], ['Bb4', 'Rd7\n'], ['Qe1', 'Nxb3'], ['Rxa4', 'Rdc7'], ['Nxb3', 'Bxa4'], ['Nd2', 'Bc2'], ['Ra1', 'e4'], ['Be2', 'Bd3'], ['Bf1', 'Bxf1\n'], ['Nxf1', 'h5'], ['h3', 'Rc2'], ['Ng3', 'Qc4'], ['Bd2', 'Qd5'], ['Bb4', 'Qc4'], ['Bd2', 'Rd8'], ['Bb4', 'Rd5\n'], ['Be7', 'h4'], ['Nf1', 'Rf5'], ['Nd2', 'Qc3'], ['Bxf6', 'Rxf6'], ['Nxe4', 'Qxe1+'], ['Rxe1', 'Rfc6'], ['Ng5', 'Rc1\n'], ['Kf1', 'f6'], ['Nf3', 'g5'], ['Nd4', 'Rxe1+'], ['Kxe1', 'Ra6'], ['Ke2', 'Kf7'], ['Kf3', 'Ra2'], ['Nf5', 'Ke6\n'], ['Nd4+', 'Ke5'], ['Nc6+', 'Kd6'], ['Nd4', 'Kd5'], ['Ne2', 'Rc2'], ['g3', 'hxg3'], ['Nxg3', 'Ke5'], ['Ne2', 'Rb2\n'], ['Nd4', 'f5'], ['Nc6+', 'Kf6'], ['Nd4', 'Kg6'], ['Kg3', 'Ra2'], ['Nf3', 'Ra4'], ['Ne5+', 'Kf6'], ['Nd7+', 'Ke7\n'], ['Ne5', 'Ra3'], ['Nf3', 'Kf6'], ['Kg2', 'Kg6'], ['Kg3', 'Kh5'], ['Kg2', 'f4'], ['exf4', 'gxf4'], ['Ne5', 'Kg5\n'], ['Nf3+', 'Kf5'], ['Nh2', 'Ke4'], ['Ng4', 'Ra6'], ['Nh2', 'Rg6+'], ['Ng4', 'Rg7'], ['Kg1', 'Kf3'], ['Kf1', 'Rh7\n'], ['Nh2+', 'Ke4'], ['Kg2', 'Rg7+'], ['Ng4', 'Rg6'], ['Kg1', 'f3'], ['Kh2', 'Kf4'], ['Ne3', 'Rd6'], ['Ng4', 'Rd2\n'], ['Kg1', 'Rd1+'], ['Kh2', 'Rf1'], ['Nf6', 'Rxf2+'], ['Kg1', 'Rg2+'], ['Kf1', 'Rh2'], ['Kg1', 'Rxh3'], ['Kf2', 'Rh2+\n'], ['Kf1', 'Rh6'], ['Nd5+', 'Kg3']]",0-1
Vladimir Petrov Memorial,Jurmala LAT,2013.02.16,11.1,"Ehlvest,J","Wojtaszek,R",,,A46,"[['Nf3', 'Nf6'], ['d4', 'e6'], ['e3', 'b6'], ['Bd3', 'Bb7'], ['O-O', 'c5'], ['b3', 'd5'], ['Bb2', 'Bd6'], ['c4', 'cxd4\n'], ['exd4', 'Nc6'], ['Nbd2', 'O-O'], ['Re1', 'Re8'], ['a3', 'Rc8'], ['Rc1', 'dxc4'], ['bxc4', 'Bf4'], ['g3', 'Bh6\n'], ['Bf1', 'Na5'], ['Rc2', 'Bc6'], ['Qe2', 'Ba4'], ['Rc3', 'Nc6'], ['Ne4', 'Nxd4'], ['Nxd4', 'Qxd4'], ['Re3', 'Qd8\n'], ['Rd3', 'Qe7'], ['Nd6', 'Nd7'], ['Nxe8', 'Rxe8'], ['Bc1', 'Nc5'], ['Rc3', 'Bxc1'], ['Rexc1', 'Rd8'], ['Qe3', 'Qd6\n'], ['Re1', 'g6'], ['h4', 'h5'], ['Be2', 'Qd2'], ['Qxd2', 'Rxd2'], ['Bf1', 'Kf8'], ['Rce3', 'Ke7'], ['R3e2', 'Rd4\n'], ['Re3', 'Rd2'], ['R3e2', '']]",1/2-1/2
Vladimir Petrov Memorial,Jurmala LAT,2013.02.17,12.3,"Ehlvest,J","Zhigalko,S",,,E14,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'b6'], ['e3', 'Bb7'], ['Bd3', 'd5'], ['Nc3', 'Bd6'], ['O-O', 'O-O'], ['b3', 'Nbd7\n'], ['Bb2', 'a6'], ['Rc1', 'Qe7'], ['Rc2', 'Rfe8'], ['cxd5', 'exd5'], ['Ne2', 'Ne4'], ['Ng3', 'g6'], ['Qe2', 'f5\n'], ['Rfc1', 'c5'], ['Qf1', 'h6'], ['Ne2', 'Kh7'], ['Rd1', 'Qf7'], ['Nc3', 'g5'], ['Be2', 'Kg8'], ['dxc5', 'Nxc3\n'], ['cxd6', 'Nxd1'], ['Qxd1', 'Rac8'], ['Qd4', 'Kh7'], ['Bd3', 'Re4'], ['Bxe4', 'dxe4'], ['Rxc8', 'Bxc8\n'], ['Qh8+', 'Kg6'], ['Nxg5', 'hxg5'], ['Qxc8', 'f4'], ['h3', 'fxe3'], ['fxe3', 'Nc5'], ['Qc7', 'Nd7'], ['Qc3', 'b5\n'], ['Qh8', 'Kf5'], ['Bd4', 'g4'], ['hxg4+', 'Kxg4'], ['Qh3+', 'Kg5'], ['Qg3+', 'Kh5'], ['a4', 'b4'], ['a5', 'Nf8\n'], ['Be5', 'Ng6'], ['Qh3+', 'Kg5'], ['d7', 'Qd5'], ['Bc7', '']]",1-0
