Vienna,Vienna,1910.??.??,?,"Levenfish, Grigory","List, Paul",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'Bg4'], ['Qe1', 'Nc5'], ['Bc2', 'Qd7'], ['Nd4', 'Nxd4'], ['cxd4', 'Ne6'], ['Nb3', 'c5\n'], ['f4', 'c4'], ['f5', 'cxb3'], ['fxe6', 'fxe6'], ['axb3', 'Qc6'], ['Bd3', 'g6'], ['Qg3', 'Bf5'], ['Bxf5', 'exf5\n'], ['Bh6', 'g5'], ['Bg7', 'Rg8'], ['Bf6', 'Bxf6'], ['Rac1', 'Qb6'], ['exf6', 'Qxd4+'], ['Kh1', 'Qxf6'], ['Rc7', 'Rg7\n'], ['Rxg7', 'Qxg7']]",1-0
URS-ch16,Moscow,1948.??.??,19,"Panov, Vasily N","Levenfish, Grigory",,,C74,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'f5'], ['exf5', 'Bxf5'], ['O-O', 'Be7'], ['d4', 'e4\n'], ['d5', 'exf3'], ['dxc6', 'b5'], ['Bb3', 'fxg2'], ['Re1', 'd5'], ['Qxd5', 'Qxd5'], ['Bxd5', 'O-O-O'], ['Bxg2', 'Bd6\n'], ['a4', 'b4'], ['Nd2', 'bxc3'], ['bxc3', 'Nf6'], ['Nc4', 'Bc5'], ['Be3', 'Bxe3'], ['Nxe3', 'Be4'], ['Bf1', 'Bxc6\n'], ['Bxa6+', 'Kb8'], ['Nc4', 'Rd5'], ['Ne5', 'Ba8'], ['Bf1', 'Re8'], ['f4', 'Rd2'], ['Rab1+', 'Ka7'], ['Rb5', 'Rd5\n'], ['c4', 'Rxb5'], ['axb5', 'Bb7'], ['c5', 'Bd5'], ['Bg2', 'Kb7'], ['c6+', 'Kc8'], ['Ra1', 'Kd8'], ['Bxd5', 'Ke7\n'], ['Bf3', 'Rb8'], ['Rb1', 'Ne8'], ['Nd7', 'Ra8'], ['b6', 'cxb6'], ['Nxb6', 'Ra3'], ['Re1+', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,1,"Dubinin, Peter Vasilievich","Levenfish, Grigory",,,C85,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Bxc6', 'dxc6'], ['Qe1', 'c5'], ['d3', 'Bd6\n'], ['Bg5', 'Bg4'], ['Nbd2', 'h6'], ['Bh4', 'Qe7'], ['Qe3', 'g5'], ['Bg3', 'Nd7'], ['Nc4', 'f6'], ['Nfd2', 'Nf8\n'], ['f3', 'Bd7'], ['c3', 'Ne6'], ['Nxd6+', 'cxd6'], ['Rab1', 'a5'], ['Nc4', 'Bc6'], ['Qd2', 'O-O'], ['Ne3', 'Rfd8\n'], ['Nf5', 'Qh7'], ['h4', 'd5'], ['Qe3', 'd4'], ['Qd2', 'Kf7'], ['Kf2', 'Ng7'], ['Nxg7', 'Qxg7'], ['hxg5', 'hxg5\n'], ['Rh1', 'a4'], ['Rh5', 'Rh8'], ['Rxh8', 'Qxh8'], ['cxd4', 'cxd4'], ['Rc1', 'Qf8'], ['Bxe5', 'fxe5'], ['Qxg5', 'Qg7\n'], ['Qf5+', 'Ke7'], ['Rh1', 'Rf8'], ['Qh5', 'Rg8'], ['g4', 'Rf8'], ['Kg3', 'Bb5'], ['Qh2', 'Qf6'], ['Qe2', 'Qf4+\n'], ['Kg2', 'Qe3'], ['Qxe3', 'dxe3'], ['Re1', 'Rd8'], ['Rxe3', 'Rxd3'], ['Rxd3', 'Bxd3'], ['Kf2', 'Kf6'], ['Ke3', 'Bc4\n'], ['b3', 'Bxb3']]",0-1
URS-ch sf,Leningrad,1949.??.??,2,"Levenfish, Grigory","Koblencs, Aleksandrs",,,D34,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'exd5'], ['Nf3', 'Nc6'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['Be3', 'c4'], ['Ne5', 'Be6'], ['Nxc4', 'dxc4'], ['d5', 'Nxd5'], ['Nxd5', 'Rc8'], ['Nxe7+', 'Qxe7'], ['Qa4', 'Qf6\n'], ['Qb5', 'Nd4'], ['Bxd4', 'Qxd4'], ['Rfd1', 'Qc5'], ['Qxc5', 'Rxc5'], ['a4', '']]",1/2-1/2
URS-ch sf,Leningrad,1949.??.??,3,"Estrin, Yacov","Levenfish, Grigory",,,C59,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Nf6'], ['Ng5', 'd5'], ['exd5', 'Na5'], ['Bb5+', 'c6'], ['dxc6', 'bxc6'], ['Be2', 'h6\n'], ['Nf3', 'e4'], ['Ne5', 'Qc7'], ['f4', 'exf3'], ['Nxf3', 'Bd6'], ['O-O', 'O-O'], ['d4', 'c5'], ['Nc3', 'a6\n'], ['d5', 'Re8'], ['Kh1', 'Rb8'], ['a3', 'Ng4'], ['h3', 'Ne3'], ['Bxe3', 'Rxe3'], ['Rb1', 'Qe7'], ['Qd2', 'Bf4\n'], ['Qd1', 'Rb6'], ['Nd2', 'Bc7'], ['Rf3', 'Qe5'], ['Nf1', 'Rxf3'], ['Bxf3', 'Nc4'], ['Na4', 'Rb5'], ['Qd3', 'Nd6\n'], ['Qe3', 'Qd4'], ['b3', 'Bf5'], ['Rd1', 'Qf6'], ['c4', 'Rb7'], ['Nxc5', 'Bb6'], ['b4', 'Re7'], ['Qd4', 'Qg5\n'], ['Qc3', 'Qh4'], ['Qd4', 'Qxd4'], ['Rxd4', 'Re1'], ['Rd1', 'Rxd1'], ['Bxd1', 'Nxc4'], ['Be2', 'Nxa3'], ['Ne3', 'Be4\n'], ['Bxa6', 'Ba7'], ['Kg1', 'Kf8'], ['Kf2', 'f5'], ['d6', 'f4'], ['Nxe4', 'fxe3+'], ['Ke2', 'Nc2'], ['b5', 'Ke8\n'], ['Bc8', 'Kd8'], ['Bg4', 'Na3'], ['Nc3', 'Nc4'], ['Nd5', 'Bc5'], ['Nc7', 'Bxd6'], ['Ne6+', 'Kd7'], ['Nxg7+', 'Kc7\n'], ['Be6', 'Be5'], ['Bxc4', 'Bxg7'], ['Kxe3', 'h5'], ['g4', 'hxg4'], ['hxg4', 'Kd6'], ['Ke4', 'Bh6'], ['Kf5', 'Be3\n'], ['g5', 'Ke7'], ['g6', 'Bd4'], ['Ke4', 'Bc3'], ['b6', 'Kd6'], ['b7', 'Kc7'], ['Bd5', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,4,"Levenfish, Grigory","Taimanov, Mark E",,,E53,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'c5'], ['Nf3', 'd5'], ['O-O', 'Nbd7'], ['Bd2', 'a6\n'], ['b3', 'Ba5'], ['Rc1', 'Bc7'], ['Qc2', 'b6'], ['cxd5', 'exd5'], ['e4', 'dxe4'], ['Nxe4', 'Bb7'], ['Bg5', 'h6\n'], ['Bxf6', 'Nxf6'], ['dxc5', 'bxc5'], ['Nxf6+', 'Qxf6'], ['Be4', 'Bxe4'], ['Qxe4', 'Rfe8'], ['Qc4', 'Bd6\n'], ['Rfe1', 'Reb8'], ['Qd5', 'a5'], ['Rc4', 'Rd8'], ['Qe4', 'Rab8'], ['g3', 'Rb4'], ['Kg2', 'Bf8'], ['Re2', 'Qa6\n'], ['Ne5', 'a4'], ['Rxb4', 'cxb4'], ['Qf3', 'Qa8'], ['Re4', 'Qd5'], ['Nc4', 'axb3'], ['axb3', 'g6'], ['Re5', 'Qxf3+\n'], ['Kxf3', 'Bg7'], ['Re2', 'Bc3'], ['Ke3', 'Rd1'], ['f4', 'Kg7'], ['Ra2', 'Rb1'], ['Kd3', 'Rd1+'], ['Ke3', 'Re1+\n'], ['Kd3', 'Rd1+']]",1/2-1/2
URS-ch sf,Leningrad,1949.??.??,5,"Randviir, Juri","Levenfish, Grigory",,,C47,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Bb6'], ['Nc3', 'Nf6'], ['Be2', 'O-O'], ['Nxc6', 'bxc6\n'], ['Bxb6', 'axb6'], ['e5', 'Ne8'], ['O-O', 'Qe7'], ['Qd4', 'Ra5'], ['f4', 'd6'], ['exd6', 'Nxd6'], ['Bf3', 'Nf5\n'], ['Qf2', 'Qb4'], ['Rab1', 'Nd4'], ['Be4', 'Nb5'], ['Nxb5', 'Qxe4'], ['Nc3', 'Qg6'], ['Rbd1', 'Bf5'], ['Rd2', 'Raa8\n'], ['Re1', 'Rfe8'], ['Rxe8+', 'Rxe8'], ['Qe2', 'Kf8'], ['Qf2', 'h5'], ['Kh1', 'Kg8'], ['h3', 'Qf6'], ['Kh2', 'Rd8\n'], ['Rxd8+', 'Qxd8'], ['Qf3', 'Qd4'], ['Ne2', 'Qxb2'], ['Qxc6', 'Qxc2'], ['Qe8+', 'Kh7'], ['Qxf7', 'Bg6\n'], ['Qe6', 'Be4'], ['f5', 'Bxf5'], ['Qe5', 'Qe4'], ['Qb2', 'h4'], ['Qd2', 'Qe5+'], ['Kg1', 'Qc5+'], ['Kh1', 'Qf2\n'], ['Qg5', 'Bg6'], ['Nf4', 'Qg3'], ['Qe5', 'c5'], ['Nxg6', 'Qxg6'], ['Qf4', 'Qf6'], ['Qe4+', 'Kh6'], ['a4', 'g6\n'], ['Qe3+', 'Qg5'], ['Qe8', 'Qc1+'], ['Kh2', 'Qf4+'], ['Kh1', 'Qd6'], ['Qe3+', 'g5'], ['Qe8', 'Kg7'], ['Qe4', 'Qd1+\n'], ['Kh2', 'Qd6+'], ['Kh1', 'Kh6'], ['Qe8', 'Qc7'], ['Qe6+', 'Kg7'], ['Qf5', 'c4'], ['Qxg5+', 'Kf7'], ['Qxh4', 'Qc5\n'], ['Qh7+', 'Ke6'], ['h4', 'c3'], ['Qc2', 'Kd5'], ['Qb3+', 'Qc4'], ['Qd1+', 'Kc5'], ['Qc2', 'Qxh4+'], ['Kg1', 'Qe1+\n'], ['Kh2', 'Kd4'], ['Qb3', 'Qe5+'], ['Kh3', 'Qh5+'], ['Kg3', 'Qg6+'], ['Kh4', 'c2'], ['Qb4+', 'Kd3'], ['Qb3+', 'Kd2\n'], ['Qb4+', 'Ke2'], ['Qe7+', 'Kf1'], ['Qf8+', 'Kg1'], ['Qf4', 'Qh7+'], ['Kg4', 'Qd7+'], ['Kh4', 'Qe7+'], ['Kg4', 'Qe2+']]",0-1
URS-ch sf,Leningrad,1949.??.??,6,"Levenfish, Grigory","Zamikhovsky, Abram Davidovich",,,D35,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['Nf3', 'Be7'], ['cxd5', 'exd5'], ['Bf4', 'O-O'], ['e3', 'Nbd7'], ['Rc1', 'c6\n'], ['Bd3', 'Re8'], ['O-O', 'Nf8'], ['h3', 'Ng6'], ['Bh2', 'Bd6'], ['Bxd6', 'Qxd6'], ['Qc2', 'Bd7'], ['a3', 'Re7\n'], ['b4', 'Rae8'], ['b5', 'Ne4'], ['bxc6', 'Bxc6'], ['Qb3', 'f5'], ['Rfe1', 'Kh8'], ['Bb1', 'h6'], ['Ba2', 'Rd8\n'], ['Qb4', 'Qxb4'], ['axb4', 'Kg8'], ['Re2', 'Kf7'], ['Rb2', 'Nxc3'], ['Rxc3', 'a6'], ['Bb1', 'Kf6'], ['Bd3', 'Rd6\n'], ['Rc5', 'Nf8'], ['Ra5', 'Nd7'], ['b5', 'axb5'], ['Bxb5', 'b6'], ['Ra1', 'Ke6'], ['Rc1', 'Bxb5'], ['Rxb5', 'Re8\n'], ['Ne1', 'Ra8'], ['Nd3', 'g5'], ['Rb3', 'Rb8'], ['Rc7', 'b5'], ['Rb4', 'Kf6'], ['Nc5', 'Nxc5'], ['Rxc5', 'f4\n'], ['exf4', 'gxf4'], ['Rbxb5', 'Rxb5'], ['Rxb5', 'Kf5'], ['f3', 'Ke6'], ['Rb8', 'Kf7'], ['Rb7+', 'Kf8'], ['Kh2', 'Ra6\n'], ['Rd7', 'Ra5'], ['h4', 'h5'], ['Rh7', 'Ra4'], ['Rxh5', 'Rxd4'], ['Rg5', 'Ke7'], ['h5', 'Kf6'], ['h6', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,7,"Shamaev, Leonid","Levenfish, Grigory",,,C49,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bb4'], ['O-O', 'O-O'], ['d3', 'd6'], ['Ne2', 'Bg4'], ['c3', 'Bc5\n'], ['Ng3', 'Nh5'], ['Nxh5', 'Bxh5'], ['h3', 'Ne7'], ['Bc4', 'c6'], ['Bb3', 'Kh8'], ['g4', 'Bg6'], ['Be3', 'Bb6\n'], ['Qe2', 'f6'], ['Nh4', 'd5'], ['Rad1', 'Qe8'], ['Kh2', 'Rd8'], ['Rg1', 'Bc7'], ['f3', 'Bf7'], ['Bc2', 'Be6\n'], ['Kh1', 'Bb6'], ['d4', 'exd4'], ['cxd4', 'Qf7'], ['b3', 'Rd7'], ['Bf2', 'Rfd8'], ['e5', 'fxe5'], ['Qxe5', 'Bc7\n'], ['Qe2', 'g5'], ['Ng2', 'Rf8'], ['Rd3', 'Qf6'], ['Re1', 'Bg8'], ['Re3', 'Qh6'], ['h4', 'Ng6'], ['h5', 'Nf4\n'], ['Nxf4', 'Bxf4'], ['Re7', 'Qd6'], ['Bf5', 'Rxe7'], ['Qxe7', 'Rf7'], ['Qe2', 'Qf8'], ['Kg2', 'Qg7'], ['Qe8', 'Rf8\n'], ['Qe7', 'h6'], ['Qxg7+', 'Kxg7'], ['Re7+', 'Rf7'], ['Rxf7+', 'Kxf7'], ['Bc8', 'b5'], ['Bd7', 'b4'], ['Bxc6', 'Ke6\n'], ['Bg3', 'Kf6'], ['Bf2', 'Ke6'], ['Kf1', 'Bh7'], ['Ke2', 'Bb1'], ['Kd1', 'Bd3'], ['Bb7', 'a5'], ['Bc6', 'Ba6\n'], ['Be8', 'Bd3'], ['Bg1', 'Ke7'], ['Bc6', 'Ke6'], ['Bb7', 'Kd6'], ['Bf2', 'Ke6'], ['Bc8+', 'Kf6'], ['Bg1', 'Ke7\n'], ['Bb7', 'Kd6'], ['Bf2', 'Ke6'], ['Be1', 'Be3'], ['Bg3', 'Bxd4'], ['f4', 'Be4'], ['fxg5', 'hxg5'], ['Bc8+', 'Ke7\n'], ['Bc7', 'Bc3'], ['Bxa5', 'd4'], ['Bb6', 'Bb1'], ['Ba6', 'd3'], ['Be3', 'Bxa2'], ['Bxg5+', 'Bf6'], ['Bxf6+', 'Kxf6\n'], ['Bc4', 'Kg5'], ['Kc1', 'Kf4'], ['Kb2', 'd2'], ['Be2', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,8,"Levenfish, Grigory","Zagoriansky, Evgeny",,,D58,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Nf3', 'Be7'], ['Bg5', 'O-O'], ['e3', 'h6'], ['Bh4', 'b6'], ['Rc1', 'Bb7\n'], ['Bd3', 'dxc4'], ['Bxc4', 'Nbd7'], ['O-O', 'c5'], ['Qe2', 'Ne4'], ['Nxe4', 'Bxe4'], ['Bg3', 'Bxf3'], ['Qxf3', 'cxd4\n'], ['Rfd1', 'Bf6'], ['exd4', 'a6'], ['Qb7', 'Qc8'], ['Qe4', 'Qe8'], ['Bd3', 'g6'], ['Bf4', 'Bg5'], ['h4', 'Bxf4\n'], ['Qxf4', 'Kg7'], ['Qd6', 'Ra7'], ['Rc6', 'Qb8'], ['Qb4', 'Qf4'], ['Qc3', 'Nf6'], ['d5', 'exd5'], ['Rxb6', 'Qxh4\n'], ['Bxa6', 'Re8'], ['g3', 'd4'], ['Qf3', 'Qg5'], ['Rxd4', 'Re1+'], ['Kg2', 'Rc7'], ['Bc4', 'Ne8'], ['Rc6', 'Rce7\n'], ['Rd1', 'Rxd1'], ['Qxd1', 'Qe5'], ['b4', 'Nf6'], ['Rd6', 'Ne8'], ['Rd4', 'Nf6'], ['Bb3', 'h5'], ['Qd3', 'Ng4\n'], ['Rf4', 'f6'], ['Bd1', 'Nh6'], ['Qd4', 'Qc7'], ['Bb3', 'Qc6+'], ['Qd5', 'Qb6'], ['a4', 'Ng4'], ['a5', 'Qa7\n'], ['Qd4', 'Qb7+'], ['Qd5', 'Qa7'], ['Qd4', 'Qb7+'], ['Bd5', 'Qa6'], ['Re4', 'Rd7'], ['Qc5', 'Ne5'], ['Re3', 'Kh6\n'], ['b5', 'Qxa5'], ['Qf8+', 'Rg7'], ['Qh8+', 'Rh7'], ['Qxf6', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,9,"Ravinsky, Grigory Ionovich","Levenfish, Grigory",,,D41,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'd5'], ['Nc3', 'c5'], ['cxd5', 'Nxd5'], ['e3', 'Nc6'], ['Bc4', 'Be7'], ['O-O', 'Nb6\n'], ['Bb3', 'O-O'], ['a3', 'Bd7'], ['Qe2', 'Qc7'], ['Bd2', 'Rac8'], ['Rac1', 'cxd4'], ['exd4', 'Bf6'], ['Qe4', 'Qd8\n'], ['h4', 'Ne7'], ['Bc2', 'Nf5'], ['Qd3', 'g6'], ['Ne4', 'Be7'], ['h5', 'Nc4'], ['g4', 'Bc6'], ['hxg6', 'Bxe4\n'], ['gxh7+', 'Kh8'], ['Qxe4', 'Nxd2'], ['Nxd2', 'Qxd4'], ['Nf3', 'Qg7'], ['Bd3', 'Nh6'], ['Rxc8', 'Rxc8\n'], ['Nh2', 'Rd8'], ['Be2', 'Bd6'], ['Rd1', 'Bxh2+'], ['Kxh2', 'Rxd1'], ['Bxd1', 'Qxb2'], ['Qf4', 'Kxh7\n'], ['Kg2', 'Qg7'], ['Bc2+', 'f5'], ['f3', 'Qc3'], ['Qa4', 'Qc6'], ['Qxc6', 'bxc6'], ['Kg3', 'Kg7'], ['Kf4', 'fxg4\n'], ['fxg4', 'e5+'], ['Kxe5', 'Nxg4+']]",1/2-1/2
URS-ch sf,Leningrad,1949.??.??,10,"Bondarevsky, Igor","Levenfish, Grigory",,,E47,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd6'], ['Ne2', 'c5'], ['O-O', 'Nc6'], ['Bd2', 'Bd7\n'], ['a3', 'Ba5'], ['Ne4', 'Nxe4'], ['Bxe4', 'Rc8'], ['b4', 'Bb6'], ['dxc5', 'dxc5'], ['b5', 'Na5'], ['Bxa5', 'Bxa5\n'], ['Bxb7', 'Rc7'], ['Bf3', 'Qf6'], ['Qc2', 'Rd8'], ['Rad1', 'Bc8'], ['Bc6', 'Bd7'], ['Bf3', 'Rcc8'], ['Rd3', 'Be8\n'], ['Rxd8', 'Rxd8'], ['Ng3', 'Qe5'], ['Rd1', 'Rxd1+'], ['Bxd1', 'f5'], ['Ne2', 'g5'], ['g3', 'Bg6'], ['Qa4', 'Qa1\n'], ['Kg2', 'Bh5'], ['Qxa5', 'Qxd1'], ['Ng1', 'Qd7'], ['Qc3', 'Qb7+'], ['Kf1', 'Qe4'], ['f3', 'Bxf3'], ['Nxf3', 'Qxf3+\n'], ['Ke1', 'Qe4'], ['Kf2', 'g4'], ['Ke2', 'Qg2+'], ['Kd1', 'Qg1+']]",1/2-1/2
URS-ch sf,Leningrad,1949.??.??,11,"Levenfish, Grigory","Zagorovsky, Vladimir Pavlovich",,,D48,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['e3', 'Nbd7'], ['Bd3', 'dxc4'], ['Bxc4', 'b5'], ['Bd3', 'a6\n'], ['a4', 'b4'], ['Ne4', 'c5'], ['Nxf6+', 'Nxf6'], ['O-O', 'Bb7'], ['Qe2', 'Be7'], ['dxc5', 'Nd7'], ['Rd1', 'Qa5\n'], ['b3', 'Nxc5'], ['Bc4', 'Bf6'], ['Bb2', 'Bxb2'], ['Qxb2', 'O-O'], ['Qd4', 'Rad8'], ['Qh4', 'h6'], ['Ne5', 'Qc7\n'], ['Nd3', 'Qc6'], ['Qg4', 'h5'], ['Qh3', 'Nxd3'], ['Bxd3', 'Qc3'], ['Bc4', 'Bd5'], ['Rdc1', 'Qe5'], ['Qg3', 'Qxg3\n'], ['hxg3', 'a5'], ['Rab1', 'Rd6'], ['Bxd5', 'Rxd5'], ['e4', 'Rd4'], ['Rc5', 'Ra8'], ['Rxh5', 'Rxe4'], ['Rd1', 'e5\n'], ['Rf5', 'Rc8'], ['Rd5', 'Rc1+'], ['Kh2', 'Ree1'], ['g4', 'Rh1+'], ['Kg3', 'Rc3+'], ['f3', 'f6'], ['g5', 'e4\n'], ['Rd7', 'exf3'], ['gxf6', 'gxf6'], ['Rxa5', 'Rc8'], ['gxf3', 'Rb1'], ['Raa7', 'Rxb3'], ['a5', 'Rb1'], ['a6', 'b3\n'], ['Rg7+', 'Kf8'], ['Rh7', 'Kg8'], ['Rag7+', 'Kf8'], ['Rb7', 'Kg8'], ['Rhg7+', 'Kf8'], ['Rgf7+', 'Kg8\n'], ['a7', 'b2'], ['Rfc7', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,12,"Tarasov, Vitaly Georgievich","Levenfish, Grigory",,,E19,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c4', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['Nc3', 'Ne4'], ['Qc2', 'Nxc3\n'], ['Qxc3', 'Be4'], ['Ne1', 'Bxg2'], ['Nxg2', 'd6'], ['b3', 'Bf6'], ['Bb2', 'Nc6'], ['Qd2', 'a5'], ['Ne3', 'Qc8\n'], ['Rac1', 'Re8'], ['a3', 'e5'], ['Nd5', 'exd4'], ['Nxf6+', 'gxf6'], ['Bxd4', 'Nxd4'], ['Qxd4', 'Rxe2\n'], ['Qxf6', 'Qe6'], ['Qxe6', 'fxe6'], ['Rfe1', 'Rb2'], ['Rxe6', 'Rf8'], ['f4', 'Rxb3'], ['Ra1', 'Rc3'], ['Re4', 'a4\n'], ['Ra2', 'Rf7'], ['Kg2', 'Kf8'], ['c5', 'Rxc5'], ['Rxa4', 'Re7'], ['Ra8+', 'Kf7'], ['Rh8', 'Kg7'], ['Ra8', 'h5\n'], ['Kh3', 'b5'], ['Kh4', 'Re4'], ['Rb2', 'Re7'], ['Rb8', 'c6'], ['Rd8', 'Rd5'], ['Rc8', 'Rc5'], ['Rd2', 'Rd7\n'], ['Re2', 'd5'], ['Re5', 'Rc2'], ['Kg5', 'Rxh2'], ['Rxc6', 'Rh3'], ['Rg6+', 'Kf8'], ['Rf6+', 'Rf7'], ['Rxf7+', 'Kxf7']]",1/2-1/2
URS-ch sf,Leningrad,1949.??.??,13,"Levenfish, Grigory","Lisitsin, Georgy",,,E54,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'd5'], ['Bd3', 'O-O'], ['Nf3', 'dxc4'], ['Bxc4', 'c5'], ['O-O', 'a6\n'], ['Qe2', 'Nc6'], ['Rd1', 'Qe7'], ['Bd2', 'Bd7'], ['a3', 'cxd4'], ['exd4', 'Bxc3'], ['bxc3', 'Na5'], ['Ba2', 'b5\n'], ['c4', 'Nc6'], ['c5', 'Rfd8'], ['Bf4', 'Be8'], ['Rac1', 'Qb7'], ['Bd6', 'Nd5'], ['Bb1', 'Nce7'], ['Qe4', 'Ng6\n'], ['Ne5', 'f5'], ['Qe1', 'Qc8'], ['Ba2', 'Nxe5'], ['Bxe5', 'Bc6'], ['Rd3', 'Ra7'], ['Qe2', 'Rf8'], ['Re1', 'Qe8\n'], ['Rh3', 'Rd7'], ['Qd2', 'Qg6'], ['Rg3', 'Qh5'], ['Bxg7', 'Rxg7'], ['Rxe6', 'f4'], ['Rxg7+', 'Kxg7'], ['Rxc6', 'f3\n'], ['Bxd5', 'Qxd5'], ['Qh6+', 'Kf7'], ['Qxh7+', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,14,"Krogius, Nikolai V","Levenfish, Grigory",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Be7'], ['e5', 'Ne4'], ['Nxd4', 'Nc5\n'], ['Nf5', 'Bf8'], ['Re1', 'g6'], ['Bxc6', 'bxc6'], ['Nh6', 'Bg7'], ['Qf3', 'Qe7'], ['Bg5', 'f6'], ['Bxf6', 'Bxf6\n'], ['Qxf6', 'Rf8'], ['Nc3', 'Ne6'], ['Qxe7+', 'Kxe7'], ['Ng4', 'h5'], ['Ne3', 'Rb8'], ['b3', 'Nf4'], ['Rad1', 'Ke6\n'], ['Na4', 'Rb5'], ['Nc4', 'Rd5'], ['f3', 'g5'], ['g3', 'Ng6'], ['Rxd5', 'cxd5'], ['Nc5+', 'Kf5'], ['g4+', 'hxg4\n'], ['fxg4+', 'Kxg4'], ['Ne3+', 'Kh3'], ['Nxd5', 'Nh4'], ['Re3+', 'Nf3+'], ['Kh1', 'd6'], ['exd6', 'cxd6\n'], ['Ne4', 'Bb7'], ['c4', 'Bxd5'], ['cxd5', 'g4'], ['Nxd6', 'g3'], ['hxg3', 'Kxg3'], ['Re8', 'Rf4'], ['Ne4+', 'Kh3\n'], ['d6', 'Ne5'], ['Rh8+', 'Kg4'], ['Nc5', 'Rd4'], ['d7', 'Nc6'], ['Kg2', 'Rd5'], ['b4', 'Rd2+'], ['Kf1', 'Rxa2\n'], ['d8=Q', 'Nxd8'], ['Rxd8', 'a5'], ['Ra8', 'Kf3'], ['Rxa5', 'Rb2'], ['Ra3+', '']]",1-0
URS-ch sf,Leningrad,1949.??.??,15,"Levenfish, Grigory","Kuzminykh, Evgeny",,,A81,"[['d4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'd6'], ['Nc3', 'Nc6'], ['Nf3', 'e6'], ['d5', 'exd5'], ['Nxd5', 'Be7'], ['O-O', 'O-O\n'], ['c4', 'Ne5'], ['b3', 'c6'], ['Nxe7+', 'Qxe7'], ['Ba3', 'Nf7'], ['Qd2', 'Ne4'], ['Qd4', 'Bd7'], ['Rad1', 'c5\n'], ['Qe3', 'Rae8'], ['Nd2', 'Bc6'], ['Nxe4', 'fxe4'], ['Bb2', 'Nh6'], ['h4', 'Nf5'], ['Qg5', 'e3'], ['Qxe7', 'Rxe7\n'], ['Bxc6', 'bxc6'], ['g4', 'exf2+'], ['Rxf2', 'Nxh4'], ['Rxd6', 'Re4'], ['Rxf8+', 'Kxf8'], ['Kf2', 'Rxg4\n'], ['Rxc6', 'Rg2+'], ['Kf1', 'Rg4'], ['Rxc5', 'Rf4+'], ['Kg1', 'Nf5'], ['Bc1', 'Rg4+'], ['Kf2', 'Nh4'], ['Ra5', 'h6\n'], ['Rxa7', 'g5'], ['c5', 'Rg2+'], ['Kf1', 'Rh2'], ['Ba3', 'Rh1+'], ['Kf2', 'Rh2+'], ['Ke1', 'Ke8'], ['c6', 'Nf5\n'], ['Ra8+', 'Kf7'], ['Rf8+', '']]",1-0
